 IPMSB_GD_R102        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails    1983/3064 Selected Drills           16-Oct-2010 11:01
                       2054 Nails, 2213 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$261       2.485     3.110   2  F2   (B)  #1933 TP_CLKOUT_DP#_CLKOUT_BCLK1# V PIN ST40.1
$262       2.679     2.097   1  G3   (B)  #817  SATA_TXP5        V VIA .
$263       2.643     2.021   2  G3   (B)  #833  SATA_TXN5        V VIA .
$264       2.544     0.867   1  G3   (B)  #572  SPI_CS#          V VIA .
$1948      2.435     0.335   1  H2   (B)  #913  SPI_CLK          V PIN JE16.7
$1950      2.535     0.335   1  H3   (B)  #1811 SPI_MISO         V PIN JE16.5
$1949      2.635     0.335   1  H3   (B)  #519  SPI_MOSI         V PIN JE16.3
$268       3.759     0.962   1  G4   (B)  #436  SLP_SUS#         V VIA .
$269       3.886     1.388   1  G4   (B)  #278  VRM_PWRGD        V VIA .
$270       3.801     3.890   2  E4   (B)  #1950 FDI_FSYNC_1      V VIA .
$271       3.860     3.974   1  E4   (B)  #1951 FDI_INT          V VIA .
$272       3.800     4.030   2  E4   (B)  #1961 FDI_TXN7         V VIA .
$273       3.721     3.997   2  E3   (B)  #1969 FDI_TXP7         V VIA .
$274       3.733     4.064   2  E3   (B)  #1968 FDI_TXP6         V VIA .
$275       3.731     4.149   2  E3   (B)  #1967 FDI_TXP5         V VIA .
$276       3.792     4.116   2  E4   (B)  #1959 FDI_TXN5         V VIA .
$277       3.858     4.097   2  E4   (B)  #1960 FDI_TXN6         V VIA .
$278       3.873     4.165   2  E4   (B)  #1957 FDI_TXN3         V VIA .
$279       3.810     4.198   2  E4   (B)  #1965 FDI_TXP3         V VIA .
$280       3.772     4.264   2  E4   (B)  #1956 FDI_TXN2         V VIA .
$281       3.843     4.280   2  E4   (B)  #1963 FDI_TXP1         V VIA .
$282       3.893     4.231   2  E4   (B)  #1964 FDI_TXP2         V VIA .
$283       3.912     4.313   2  E4   (B)  #1955 FDI_TXN1         V VIA .
$284       3.844     4.397   2  E4   (B)  #1954 FDI_TXN0         V VIA .
$285       3.775     4.364   2  E4   (B)  #1962 FDI_TXP0         V VIA .
